kannada,english,category,kanglish,icon,waudio,,,,,,
ನುಗ್ಗೆಕಾಯಿ,drumstick,Food,nuggekaayi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/drumstick.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/drumstick.mp3,,,,,,
ಹೃದಯ,heart,Body Parts,hrudaya,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/heart.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/heart.mp3,,,,,,
ಕುಂಬಳಕಾಯಿ,pumpkin,Food,kumbalakaayi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/pumpkin.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/pumpkin.mp3,,,,,,
ಹಲಸಿನಹಣ್ಣು,jackfruit,Food,halasinahannu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/jackfruit.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/jackfruit.mp3,,,,,,
ನೇರಳೆ ಹಣ್ಣು,jamun,Food,neralehannu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/jamun.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/jamun.mp3,,,,,,
ಚಿಕ್ಕೂ,naseberry,Food,chikkoo,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/naseberry.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/naseberry.mp3,,,,,,
ಸೀತಾಫಲ,custard apple,Food,seethaphala,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/custard apple.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/custard_apple.mp3,,,,,,
ಪಪಾಯ,papaya,Food,papaaya,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/papaya.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/papaya.mp3,,,,,,
ಮಂಡಿ,knee,Body Parts,mandi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/knee.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/knee.mp3,,,,,,
ಅರಿಶಿನ,turmeric,Food,arishina,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/turmeric.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/turmeric.mp3,,,,,,
ಶುಂಠಿ,ginger,Food,shunti,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/ginger.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/ginger.mp3,,,,,,
ಬೆಳ್ಳುಳ್ಳಿ,garlic,Food,bellulli,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/garlic.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/garlic.mp3,,,,,,
ಬೆಲ್ಲ,jaggery,Food,bella,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/jaggery.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/jaggery.mp3,,,,,,
ಶಾಲೆ,school,School,shaale,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/school.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/school.mp3,,,,,,
ತರಗತಿ,classroom,School,tharagathi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/classroom.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/classroom.mp3,,,,,,
ಕಪ್ಪು ಹಲಗೆ,blackboard,School,kappu halage,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/blackboard.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/blackboard.mp3,,,,,,
ಬಳಪ,chalk,School,balapa,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/chalk.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/chalk.mp3,,,,,,
ಶಿಕ್ಷಕಿ,teacher,School,shikshaki,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/teacher.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/teacher.mp3,,,,,,
ವಿದ್ಯಾರ್ಥಿನಿ,student,School,vidhyaarthini,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/student.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/student.mp3,,,,,,
ಮನೆಗೆಲಸ,homework,School,manegelasa,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/homework.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/homework.mp3,,,,,,
ಪರೀಕ್ಷೆ,exam,School,pareekshe,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/exam.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/exam.mp3,,,,,,
ಗಂಟೆ,bell,School,gante,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/bell.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/bell.mp3,,,,,,
ಬೆಂಚು,bench,School,benchu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/bench.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/bench.mp3,,,,,,
ತಲೆ,head,Body Parts,thale,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/head.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/head.mp3,,,,,,
ಕೈ,hand,Body Parts,kai,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/hand.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/hand.mp3,,,,,,
ಕಾಲು,leg,Body Parts,kaalu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/leg.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/leg.mp3,,,,,,
ಮೂಗು,nose,Body Parts,moogu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/nose.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/nose.mp3,,,,,,
ಕಿವಿ,ear,Body Parts,kivi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/ear.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/ear.mp3,,,,,,
ಕಣ್ಣು,eye,Body Parts,kannu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/eye.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/eye.mp3,,,,,,
ಬಾಯಿ,mouth,Body Parts,baayi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/mouth.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/mouth.mp3,,,,,,
ಕತ್ತು,neck,Body Parts,katthu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/neck.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/neck.mp3,,,,,,
ಹೊಟ್ಟೆ,stomach,Body Parts,hotte,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/stomach.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/stomach.mp3,,,,,,
ಬೆನ್ನು,back,Body Parts,bennu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/back.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/back.mp3,,,,,,
ಪರ್ವತ,mountain,Nature,parvatha,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/mountain.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/mountain.mp3,,,,,,
ನದಿ,river,Nature,nadhi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/river.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/river.mp3,,,,,,
ಸರೋವರ,lake,Nature,sarovara,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/lake.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/lake.mp3,,,,,,
ಕಲ್ಲು,stone,Nature,kallu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/stone.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/stone.mp3,,,,,,
ಎಲೆ,leaf,Nature,else,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/leaf.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/leaf.mp3,,,,,,
ಬೇರು,root,Nature,beru,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/root.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/root.mp3,,,,,,
ಆಕಾಶ,sky,Nature,aakaasha,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sky.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sky.mp3,,,,,,
ಮೋಡ,cloud,Nature,moda,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/cloud.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/cloud.mp3,,,,,,
ನಕ್ಷತ್ರ,star,Nature,nakshathra,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/star.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/star.mp3,,,,,,
ಸೂರ್ಯ,sun,Nature,soorya,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sun.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sun.mp3,,,,,,
ಮಳೆ,rain,Weather,male,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/rain.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/rain.mp3,,,,,,
ಗಾಳಿ,wind,Weather,gaali,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/wind.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/wind.mp3,,,,,,
ಮಿಂಚು,lightning,Weather,minchu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/lightning.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/lightning.mp3,,,,,,
ಸಿಡಿಲು,thunder,Weather,sidilu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/thunder.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/thunder.mp3,,,,,,
ಕಾಮನಬಿಲ್ಲು,rainbow,Weather,kaamanabillu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/rainbow.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/rainbow.mp3,,,,,,
ಹಿಮ,snow,Weather,hima,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/snow.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/snow.mp3,,,,,,
ಚಳಿ,cold,Weather,chali,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/cold.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/cold.mp3,,,,,,
ಬಿಸಿಲು,hot,Weather,bisilu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/hot.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/hot.mp3,,,,,,
ಮಂಜು,fog,Weather,manju,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/fog.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/fog.mp3,,,,,,
ಬಿರುಗಾಳಿ,storm,Weather,birugaali,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/storm.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/storm.mp3,,,,,,
ಸಂತೋಷ,happy,Emotions,santhosha,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/happy.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/happy.mp3,,,,,,
ಬೇಸರ,sad,Emotions,besara,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sad.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sad.mp3,,,,,,
ಕೋಪ,angry,Emotions,kopa,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/angry.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/angry.mp3,,,,,,
ಭಯ,scared,Emotions,bhaya,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/scared.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/scared.mp3,,,,,,
ಆಶ್ಚರ್ಯ,surprised,Emotions,aashcharya,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/surprised.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/surprised.mp3,,,,,,
ನಾಚಿಕೆ,shy,Emotions,naachike,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/shy.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/shy.mp3,,,,,,
ಉತ್ಸಾಹ,excited,Emotions,uthsaaha,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/excited.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/excited.mp3,,,,,,
ಮಂಪರು,sleepy,Emotions,mamparu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sleepy.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sleepy.mp3,,,,,,
ಹೆಮ್ಮೆ,proud,Emotions,hemme,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/proud.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/proud.mp3,,,,,,
ಅಪ್ಪ,father,People,appa,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/father.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/father.mp3,,,,,,
ಅಮ್ಮ,mother,People,amma,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/mother.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/mother.mp3,,,,,,
ಸಹೋದರ,brother,People,sahodhara,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/brother.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/brother.mp3,,,,,,
ಸಹೋದರಿ,sister,People,sahodhari,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sister.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sister.mp3,,,,,,
ಅತ್ತೆ,aunt,People,atthe,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/aunt.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/aunt.mp3,,,,,,
ಮಾವ,uncle,People,maava,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/uncle.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/uncle.mp3,,,,,,
ಶಿಶು,baby,People,shishu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/baby.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/baby.mp3,,,,,,
ಮಗು,child,People,magu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/child.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/child.mp3,,,,,,
ಗೆಳತಿ,friend,People,gelathi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/friend.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/friend.mp3,,,,,,
ಜಿಗಿ,jump,Verbs,jigi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/jump.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/jump.mp3,,,,,,
ಹತ್ತು,climb,Verbs,hatthu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/climb.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/climb.mp3,,,,,,
ತೊಳೆ,wash,Verbs,thole,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/wash.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/wash.mp3,,,,,,
ಗುಡಿಸು,sweep,Verbs,gudisu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sweep.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sweep.mp3,,,,,,
ಅಡುಗೆ ಮಾಡು,cook,Verbs,aduge maadu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/cook.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/cook.mp3,,,,,,
ಮಲಗು,sleep,Verbs,malagu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sleep.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sleep.mp3,,,,,,
ಎದ್ದೇಳು,wake,Verbs,eddhelu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/wake.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/wake.mp3,,,,,,
ಕರೆ ಮಾಡು,call,Verbs,kare maadu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/call.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/call.mp3,,,,,,
ಕುಣಿದಾಡು,dance,Verbs,kunidaadu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/dance.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/dance.mp3,,,,,,
ತೆರೆ,open,Verbs,there,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/open.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/open.mp3,,,,,,
ನಗು,laugh,Verbs,nagu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/laugh.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/laugh.mp3,,,,,,
ಕತ್ತರಿಸು,cut,Verbs,kattharisu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/cut.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/cut.mp3,,,,,,
ಎಸೆಯುವುದು,throw,Verbs,eseyuvudhu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/throw.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/throw.mp3,,,,,,
ಹಿಡಿ,catch,Verbs,hidi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/catch.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/catch.mp3,,,,,,
ಸುರಿ,pour,Verbs,suri,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/pour.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/pour.mp3,,,,,,
ಹಬ್ಬ,festival,Culture,habba,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/festival.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/festival.mp3,,,,,,
ಗುಡಿ,temple,Culture,gudi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/temple.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/temple.mp3,,,,,,
ದೀಪ,lamp,Culture,dheepa,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/lamp.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/lamp.mp3,,,,,,
ರಂಗೋಲಿ,rangoli,Culture,rangoli,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/rangoli.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/rangoli.mp3,,,,,,
ಹೂಮಾಲೆ,garland,Culture,hoomaale,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/garland.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/garland.mp3,,,,,,
ಅಗರಬತ್ತಿ,incense,Culture,agarabatthi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/incense.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/incense.mp3,,,,,,
ದೇವರು,god,Culture,dhevaru,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/god.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/god.mp3,,,,,,
ದೇವತೆ,goddess,Culture,dhevathe,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/goddess.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/goddess.mp3,,,,,,
ಪ್ರಾರ್ಥನೆ,prayer,Culture,praarthane,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/prayer.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/prayer.mp3,,,,,,
ಕಾಣಿಕೆ,offering,Culture,kaanike,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/offering.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/offering.mp3,,,,,,
ಗದ್ದೆ,field,Nature,gaddhe,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/field.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/field.mp3,,,,,,
ತೋಟ,farm,Nature,thota,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/farm.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/farm.mp3,,,,,,
ಕಾಡು,forest,Nature,kaadu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/forest.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/forest.mp3,,,,,,
ಮರುಭೂಮಿ,desert,Nature,marubhoomi,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/desert.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/desert.mp3,,,,,,
ಕಡಲತೀರ,beach,Nature,kadalatheera,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/beach.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/beach.mp3,,,,,,
ಮರಳು,sand,Nature,maralu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/sand.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/sand.mp3,,,,,,
ಮಣ್ಣು,mud,Nature,mannu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/mud.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/mud.mp3,,,,,,
ಹುಲ್ಲು,grass,Nature,hullu,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/images/grass.png,https://ufmwnqllgqrfkdfahptv.supabase.co/storage/v1/object/public/kannada-assets/audios/grass.mp3,,,,,,
